epoch,training_loss,validation_loss
1,0.05650356039404869,0.012696330435574055
2,0.009744469076395035,0.00742923840880394
3,0.006494819186627865,0.005618412513285875
4,0.005170976743102074,0.004728748928755522
5,0.004449117463082075,0.004078345838934183
6,0.00392212625592947,0.0035881483927369118
7,0.0035486440174281597,0.003632626961916685
8,0.0032141399569809437,0.003058105241507292
9,0.0029907419811934233,0.002864639973267913
10,0.0028183937538415194,0.0027994317933917046
11,0.0026631997898221016,0.0025385781191289425
12,0.0026111083570867777,0.0024597831070423126
13,0.0024733233731240034,0.0023136031813919544
14,0.0023785927332937717,0.0024699377827346325
15,0.0022937117610126734,0.0022505305241793394
16,0.0022401611786335707,0.0021942886523902416
17,0.0021767867729067802,0.0020707256626337767
18,0.002107411390170455,0.0022473777644336224
19,0.0020930436439812183,0.0022920314222574234
20,0.002010682364925742,0.0019245764706283808
21,0.0019686745945364237,0.0019099237397313118
22,0.0019256894011050463,0.0019162822281941772
23,0.0018715460319072008,0.0020509124733507633
24,0.0019181777024641633,0.0019936785101890564
25,0.0018239092314615846,0.0017764715012162924
26,0.0018419326515868306,0.00180775613989681
27,0.0017768413526937366,0.0018069534562528133
28,0.0017704751808196306,0.0018236922333016992
29,0.001748097245581448,0.0016921949572861195
30,0.0017412189627066255,0.001644266420044005
31,0.0017109689069911838,0.0016522497171536088
32,0.001659356988966465,0.001613903441466391
33,0.001661867368966341,0.0016701818676665425
34,0.0016612597974017262,0.0015477671986445785
35,0.0016086685936897993,0.0016620787791907787
36,0.001631994848139584,0.0016988154966384172
37,0.0016066376119852066,0.0015590793918818235
38,0.0015608598478138447,0.0016302401199936867
39,0.0015860467683523893,0.0016195130301639438
40,0.0016032193088904023,0.0015249229036271572
41,0.001531385350972414,0.0014740099431946874
42,0.0015487184282392263,0.0015626270323991776
43,0.0014939304674044251,0.0015484499745070934
44,0.0015378165990114212,0.0015316950157284737
45,0.0015201619826257229,0.0015373845817521214
46,0.0014783135848119855,0.0014841860393062234
47,0.0014733823481947184,0.0015624783700332046
48,0.0014976534293964505,0.0014694113051518798
49,0.0014779141638427973,0.001581809134222567
50,0.0014847263228148222,0.0014063488924875855
51,0.0014665683265775442,0.0016265374142676592
52,0.0014538033865392208,0.0014076386578381062
53,0.0014269703533500433,0.0013647639425471425
54,0.0014406876871362329,0.001504222396761179
55,0.001415652222931385,0.0015214524464681745
56,0.0014331161510199308,0.001378944725729525
57,0.0014121036510914564,0.0014335557352751493
58,0.0013989811995998025,0.0014590255450457335
59,0.0013656083028763533,0.001339381909929216
60,0.0014020447852090001,0.001317391055636108
61,0.0014007588615640998,0.00134565110784024
62,0.0013807568466290832,0.0013820914318785071
63,0.001353425090201199,0.0014088127063587308
64,0.0013891695998609066,0.0013688590843230486
65,0.0014161383733153343,0.0013606129214167595
66,0.00134941132273525,0.0014377685729414225
67,0.0013653842033818364,0.0013794145779684186
68,0.0013347009662538767,0.0013784772017970681
69,0.001341428724117577,0.0013357048155739903
70,0.0013505303068086505,0.0013300863793119788
71,0.001360248657874763,0.001372050610370934
72,0.0013644469436258078,0.0015432307263836265
73,0.0013394325505942106,0.001378549262881279
74,0.0013113304739817977,0.0013575258199125528
75,0.0013229821342974901,0.0012807216262444854
76,0.0013161952374503016,0.0013453775318339467
77,0.00131139880977571,0.0013753706589341164
78,0.0012985238572582603,0.0013675122754648328
79,0.001326505676843226,0.001277709729038179
80,0.0013279259437695146,0.0013569957809522748
81,0.0013122152304276824,0.001284593134187162
82,0.0012990953400731087,0.001313277636654675
83,0.001297056907787919,0.0012990832328796387
84,0.0013026685919612646,0.0013575074262917042
85,0.001285140635445714,0.0012970634270459414
86,0.001281945500522852,0.0013213733909651637
87,0.0013295949902385473,0.0013550863368436694
88,0.0012775235809385777,0.001293705776333809
89,0.0012996806763112545,0.001326887053437531
90,0.0012797829695045948,0.0013893566792830825
91,0.0012582808267325163,0.0013320432044565678
92,0.0012605085503309965,0.0013188396114856005
93,0.0012719114311039448,0.0012658116174861789
94,0.0012660251231864095,0.0013497009640559554
95,0.0012868997873738408,0.0012794621288776398
96,0.0012450703652575612,0.0012936129933223128
97,0.0012611112324520946,0.0013362213503569365
98,0.0012627942487597466,0.0012258122442290187
99,0.0012279994552955031,0.001235322910360992
100,0.0012473920360207558,0.0014572669751942158
101,0.0012393960496410728,0.0012769255554303527
102,0.0012430459028109908,0.0012340339599177241
103,0.0012448185589164495,0.0012380857951939106
104,0.0012378353858366609,0.0012548980303108692
105,0.0012228796258568764,0.0014920785324648023
106,0.0012352438643574715,0.0014005202101543546
107,0.0012315046042203903,0.001366051728837192
108,0.0012220037169754505,0.0012690353905782104
109,0.0012330219615250826,0.0012142712948843837
110,0.001225171610713005,0.0013255231315270066
111,0.0012126174988225102,0.0013486369280144572
112,0.001216554082930088,0.001201000763103366
113,0.0012591024860739708,0.001235873089171946
114,0.0011833207681775093,0.0013039602199569345
115,0.0011954777874052525,0.0012486756313592196
116,0.0012003276497125626,0.0013492597499862313
117,0.0012104455381631851,0.0011903740232810378
118,0.001209565089084208,0.0012382190907374024
119,0.0011918056989088655,0.0012310262536630034
120,0.0012110302923247218,0.0012699493672698736
121,0.001218527089804411,0.0012867668410763144
122,0.0012083802139386535,0.0011778224725276232
123,0.001195584307424724,0.0011898865923285484
124,0.0011813112068921328,0.0012051255907863379
125,0.0011635327246040106,0.0013294288655743003
126,0.001192676369100809,0.001200398663058877
127,0.0012273440370336175,0.0013366644270718098
128,0.001171570154838264,0.0012143086642026901
129,0.0011934111826121807,0.0012324097333475947
130,0.0011776643805205822,0.0011775527382269502
131,0.0011749956756830215,0.0012903328752145171
132,0.0012254472821950912,0.0012603363720700145
133,0.0011654546251520514,0.0012200826313346624
134,0.0011791165452450514,0.0011104135774075985
135,0.0011943536810576916,0.0011695132125169039
136,0.0011765973176807165,0.0011340080527588725
137,0.0011639782460406423,0.0011856695637106895
138,0.0011632083915174007,0.0012461162405088544
139,0.0011942497221753001,0.0012921398738399148
140,0.0011668115621432662,0.0011985378805547953
141,0.0011936285300180316,0.001339951530098915
142,0.0011570211499929428,0.0013437258312478662
143,0.0011774529702961445,0.0012464019237086177
144,0.0011933513451367617,0.001172663294710219
145,0.0011656794231384993,0.0014465313870459795
146,0.0011723639909178019,0.0012297391658648849
147,0.0011506443843245506,0.0011504252906888723
148,0.0011402730597183108,0.0011863767867907882
149,0.0011492104968056083,0.0012335572391748428
150,0.0011825468391180038,0.0013316427357494831
151,0.0011456615757197142,0.0011731690028682351
152,0.0011680281022563577,0.00120629055891186
153,0.0011428738944232464,0.0011991291539743543
154,0.0011560766724869609,0.0011793894227594137
155,0.0011367728002369404,0.0012852981453761458
156,0.001175122568383813,0.0012493337271735072
157,0.0011381100630387664,0.0012010057689622045
158,0.0011308176908642054,0.001208730274811387
159,0.0011630550725385547,0.0011516148224473
160,0.0011737880995497108,0.0012429130729287863
161,0.0011399579234421253,0.0012110600946471095
162,0.001153665012679994,0.001166241941973567
163,0.0011266981018707156,0.0011530289193615317
164,0.0011556085664778948,0.001209746696986258
165,0.001167346490547061,0.0012205768143758178
166,0.0011475251521915197,0.0012915213592350483
167,0.0011440535308793187,0.0012598885223269463
168,0.0011445325799286366,0.0012344340793788433
169,0.0011537427781149745,0.0014006932033225894
170,0.0011467717122286558,0.0011826129630208015
171,0.0011209072545170784,0.0012861103750765324
172,0.0011402613017708063,0.001175909535959363
173,0.0011274204589426517,0.0012712987372651696
174,0.001127659110352397,0.0011604382889345288
175,0.0011370492866262794,0.0011491599725559354
176,0.0011666822247207165,0.0011720980983227491
177,0.0011177632259204984,0.0011665263446047902
178,0.0011222978355363011,0.0011428010184317827
179,0.0011197228450328112,0.0011284718057140708
180,0.001132139004766941,0.0011536959791556
181,0.0011334221344441175,0.0012066323542967439
182,0.0011288224486634135,0.001116872183047235
183,0.0011318590259179473,0.0012312454637140036
184,0.0011415608460083604,0.0011703841155394912
185,0.0011500067776069045,0.0011305133812129498
186,0.0011121287243440747,0.0011755520245060325
187,0.0011380873620510101,0.0010894110891968012
188,0.001117538777180016,0.0011620878940448165
189,0.0011273887939751148,0.0011402121745049953
190,0.001115118502639234,0.001115413848310709
191,0.0011353502050042152,0.0011541949352249503
192,0.0011280091712251306,0.001172959222458303
193,0.0010982718085870147,0.0011596716940402985
194,0.0011055882787331939,0.0011562351137399673
195,0.0011418297654017806,0.0012211299035698175
196,0.0011193929240107536,0.0012319922680035233
197,0.0011207441566511989,0.0012196729658171535
198,0.0011356003815308213,0.0010875050211325288
199,0.001120963366702199,0.0012007865589112043
200,0.0011261458275839686,0.0011355133028700948
